ID,ton_emision,n_equip,raz_social,nombre,rubro,ciiu4,region,provincia,comuna,huso,coord_norte,coord_este,Latitud,Longitud,max_emision,orden,catg,x,y,pt_size,clr
5440498,3005.29,1,CERVECERIA CHILE S A,CERVECERIA CHILE,Producción de alimentos,"ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS",Metropolitana,Santiago,Quilicura,19.0,6310038.0,340479.0,-33.337023576395715,-70.71408891328015,3005.29,1,2,-7871856.369736619,-3940124.124483721,8.008129348136547,#aec7e8
5440742,4300.858,2,ENAEX SERVICIOS S.A.,ENAEX PLANTA RIO LOA,Producción química,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P,Antofagasta,El Loa,Calama,19.0,7509851.0,505299.0,-22.51785519319404,-68.94847430622092,3620.6,1,14,-7675309.050741619,-2573814.582380888,8.366569816660938,#f7b6d2
5441050,1175.23,1,PROCESADORA Y DESHIDRATADORA COLCHAGUA S.A.,GOODVALLEY,Industria agropecuaria y silvicultura,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Libertador Gral. Bernardo O'Higgins,Colchagua,Palmilla,19.0,6174210.0,279986.0,-34.55032988821044,-71.39777226847424,1175.23,1,3,-7947963.652700662,-4102939.4434014214,7.06921915210362,#ff7f0e
5441279,122.407,1,AGRICOLA SAN JOSE DE PERALILLO S A,AGRICOLA SAN JOSE DE PERALILLO S.A.,Industria agropecuaria y silvicultura,ELABORACIÓN DE VINOS,Libertador Gral. Bernardo O'Higgins,Colchagua,Santa Cruz,19.0,6165141.0,281278.0,-34.632319152596224,-71.38603880059637,122.407,1,3,-7946657.489031258,-4114026.368819897,4.8073515579854496,#ff7f0e
5441746,7281.203762,3,REFINERIA DE GRASAS Y ACEITES COMESTIBLES VIACAVA SPA.,REFINERIA DE GRASAS Y ACEITES COMESTIBLES SPA,Producción de alimentos,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,Metropolitana,Santiago,La Pintana,19.0,6281408.0,346062.0,-33.595962660261996,-70.65903236692826,5096.630952,1,2,-7865727.50303189,-3974677.853533844,8.893051479444686,#aec7e8
5441760,5403.646000000001,4,CORPESCA S A,PLANTA NORTE,Pesca,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Arica y Parinacota,Arica,Arica,19.0,7953060.0,360900.0,-18.508379644231614,-70.31770147110124,3091.684,1,13,-7827730.7215164155,-2097140.211658163,8.594829189902581,#e377c2
5441762,136.516,1,SERVICIOS Y REFINERIAS DEL NORTE S A,SERVICIOS Y REFINERIAS DEL NORTE S.A. SERENOR,Pesca,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,Tarapacá,Iquique,Iquique,19.0,7765373.0,380654.0,-20.20544429459986,-70.14234952824542,136.516,1,13,-7808210.632528094,-2297384.5713661877,4.916441823872958,#e377c2
5441767,372.653,10,CIA PESQUERA CAMANCHACA S A,CAMANCHACA PESCA NORTE,Pesca,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Tarapacá,Iquique,Iquique,19.0,7765629.0,378881.0,-20.203020290814926,-70.15930052461907,164.388,1,13,-7810097.608812847,-2297097.039977995,5.920647691744781,#e377c2
5441772,5085.0,3,PESQUERA BAHIA CALDERA S A,PESQUERA BAHIA CALDERA SA,Pesca,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Atacama,Copiapó,Caldera,19.0,7006516.0,320792.0,-27.05203436381739,-70.8069113243758,1695.0,1,13,-7882189.313273991,-3129974.2607277227,8.53405030848266,#e377c2
5441788,6301.1500000000015,4,ENAEX S A,PRILLEX AMÉRICA,Producción química,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P,Antofagasta,Antofagasta,Mejillones,19.0,7445340.0,353616.0,-23.094163792360916,-70.42928409360054,3725.4040000000014,1,14,-7840152.042234415,-2643410.13440774,8.748487435403824,#f7b6d2
5441801,1019.6,1,ENAP REFINERIAS S A,TERMINAL MARÍTIMO DE QUINTERO,Industria manufacturera,FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO,Valparaíso,Valparaíso,Quintero,19.0,6371284.0,266735.0,-32.771635799600375,-71.49033698112856,1019.6,1,6,-7958267.909378767,-3865031.516117451,6.92716567250196,#98df8a
5441804,355.851,2,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,Pesca,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Valparaíso,Valparaíso,Quintero,19.0,6370534.0,263471.0,-32.777697399957326,-71.52534540174555,341.987,1,13,-7962165.028935327,-3865834.0487289936,5.8745121039141575,#e377c2
5442452,500.34000000000003,2,ESCO ELECMETAL FUNDICION LIMITADA,ESCO ELECMETAL COLINA,Industria manufacturera,FUNDICIÓN DE HIERRO Y ACERO,Metropolitana,Chacabuco,Colina,19.0,6313282.0,340120.0,-33.3077228867602,-70.71737102704358,312.04,1,6,-7872221.73296949,-3936220.623303883,6.215287867326949,#98df8a
5443291,15764.025,6,CORPESCA S A,PLANTA ORIENTE,Pesca,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Tarapacá,Iquique,Iquique,19.0,7765597.0,380841.0,-20.203432153047636,-70.14054513755187,10548.274,1,13,-7808009.768674895,-2297145.894090769,9.665485724205542,#e377c2
5452040,2518.8720000000003,4,EMPRESAS CAROZZI S A,PLANTA AMBROSOLI REÑACA,Producción de alimentos,ELABORACIÓN DE CACAO Y CHOCOLATE Y DE PRODUCTOS DE CONFITERÍA,Valparaíso,Valparaíso,Viña del Mar,19.0,6347803.0,266234.0,-32.98313900307831,-71.50162170070395,798.715,1,2,-7959524.118615644,-3893066.161850817,7.831566461246538,#aec7e8
5452176,973.954,2,ALIMENTOS AGROSUPER LIMITADA,PLANTA DE ALIMENTOS CASABLANCA,Producción de alimentos,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,Valparaíso,Valparaíso,Casablanca,19.0,6305694.0,285679.0,-33.36665559192965,-71.30359761515716,615.471,1,2,-7937480.178247771,-3944073.1013265247,6.8813640746011835,#aec7e8
5452188,1117.114,3,LUCCHETTI CHILE S.A,FABRICA DE PASTAS,Producción de alimentos,"ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES",Metropolitana,Santiago,Macul,19.0,6294629.0,349279.0,-33.47722253873228,-70.62214562449381,668.794,1,2,-7861621.289647065,-3958819.942795718,7.018503852948366,#aec7e8
5452311,23250.739999999998,2,SOPROLE S.A.,SOPROLE,Producción de alimentos,"VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO",Metropolitana,Maipo,San Bernardo,19.0,6286243.0,342167.0,-33.55180252679125,-70.70013892844871,16770.027,1,2,-7870303.464528609,-3968777.660674119,10.054092238465993,#aec7e8
5452536,754.707,1,TECNOLOGIA Y ALIMENTOS LTDA,TECNOLOGIA Y ALIMENTOS LTDA,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Metropolitana,Talagante,Talagante,19.0,6274050.0,322414.0,-33.658611734268746,-70.91524518831801,754.707,1,2,-7894248.983843706,-3983053.5216748496,6.6263295944565,#aec7e8
5453448,86.9712,1,CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX S.A,PLANTA CALAMA,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS,Antofagasta,El Loa,Calama,19.0,7506100.0,508690.0,-22.55172766397838,-68.91548076503325,86.9712,1,6,-7671636.226537142,-2577896.949698116,4.465577029367815,#98df8a
5453611,548.4250400000002,1,IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE LIMITADA,ICB FOOD SERVICE,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Quilicura,19.0,6310375.0,342096.0,-33.33422375563861,-70.69666162635109,548.4250400000002,1,2,-7869916.373029768,-3939751.069591044,6.307050606747884,#aec7e8
5453663,14699.48,3,CORP NACIONAL DEL COBRE DE CHILE,HTTP://WWW.CODELCO.CL,Extracción de minerales,EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.,Antofagasta,Antofagasta,Sierra Gorda,19.0,7403833.0,525578.0,-23.47537050954009,-68.74952841680894,6046.35,1,7,-7653162.495636864,-2689608.7900590706,9.595567397991488,#d62728
5457682,2806.87,1,COMPANIA PISQUERA DE CHILE S A,PLANTA PISQUERA DE SALAMANCA,Producción de alimentos,"DESTILACIÓN, RECTIFICACIÓN Y MEZCLAS DE BEBIDAS ALCOHÓLICAS",Coquimbo,Choapa,Salamanca,19.0,6482789.0,312768.0,-31.77511543192381,-70.97724037723452,2806.87,1,2,-7901150.256705524,-3733827.098205427,7.939825262499957,#aec7e8
5457845,1116.737,2,CAUCHO TECNICA S A,CONTITECH CHILE SA,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Santiago,Renca,19.0,6303972.0,342756.0,-33.39204931230351,-70.69068905699683,955.488,1,6,-7869251.509650524,-3947458.322547788,7.018166319242153,#98df8a
5458543,873.461,1,CAUCHO NOVA LIMITADA,CAUCHO NOVA LIMITADA,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Santiago,Lo Espejo,19.0,6288203.0,342472.0,-33.53417697349907,-70.69650940201262,873.461,1,6,-7869899.427493923,-3966423.569716854,6.772463480609416,#98df8a
5459797,87.5906,1,AISLANTES NACIONALES SOCIEDAD ANONIMA,PLANTA ANACSA,Industria manufacturera,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",Metropolitana,Santiago,Quilicura,19.0,6306566.0,341357.0,-33.36845646937689,-70.70526866826283,87.5906,1,6,-7870874.5045526195,-3944313.142629408,4.472673686248579,#98df8a
5460018,716.04464,2,SOFRUCO ALIMENTOS LIMITADA,SOFRUCO ALIMENTOS LTDA KM 28,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,19.0,6193591.0,299416.0,-34.37964920332536,-71.18161050445376,713.948,1,2,-7923900.635200926,-4079894.2733518938,6.573742511385906,#aec7e8
5460025,490.702,5,ORIZON S A,ORIZON PLANTA COQUIMBO,Pesca,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Coquimbo,Elqui,Coquimbo,19.0,6682917.0,272113.0,-29.963460655591273,-71.36160183998722,231.06,1,13,-7943937.179019712,-3498853.91561175,6.195837018897619,#e377c2
5460403,38624.5,1,SOCIEDAD DE PROCESAMIENTO DE MOLIBDENO LIMITADA,PLANTA TRATAMIENTO CORPORATIVO DE CONCENTRADO DE MOLIBDENO,Producción química,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS,Antofagasta,Antofagasta,Mejillones,19.0,7444843.0,351959.0,-23.098504651212398,-70.44550700563325,38624.5,1,14,-7841957.968541079,-2643935.4635208994,10.561642069132441,#f7b6d2
5460890,134.946,1,COMERCIAL MAXAGRO S.A.,PLANTA FAENADORA DE CERDOS LAS PATAGUAS,Industria agropecuaria y silvicultura,CRÍA DE OTROS ANIMALES; ELABORACIÓN DE PRODUCTOS ANIMALES N.C.P.,Libertador Gral. Bernardo O'Higgins,Cachapoal,Pichidegua,19.0,6199267.0,280086.0,-34.324578093092384,-71.39024212292513,134.946,1,3,-7947125.400732536,-4072468.6473152786,4.90487469841709,#ff7f0e
5460941,1711.150869,3,MINERA LAS CENIZAS S A,PLANTA DE OXIDOS TALTAL,Extracción de minerales,"EXTRACCIÓN DE MINERALES METALÍFEROS NO FERROSOS, EXCEPTO LOS MINERALES DE COBRE, URANIO Y TORIO",Antofagasta,Antofagasta,Taltal,19.0,7147165.0,367090.0,-25.78763441852284,-70.32562001796589,1655.7,1,7,-7828612.21012121,-2972802.2426043916,7.44492144592544,#d62728
5461356,673.9202381,1,CERVECERIA AEC S.A,CERVECERIA AEC SA,Producción de alimentos,"ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS",Metropolitana,Santiago,Maipú,19.0,6289256.0,338008.0,-33.52401591121959,-70.74437492157922,673.9202381,1,2,-7875227.792758632,-3965066.66362244,6.513111762811524,#aec7e8
5461502,56.8512,1,INDUSTRIALIZADORA AGRICOLA SPA,INDUSTRIALIZADORA AGRICOLA SPA,Industria agropecuaria y silvicultura,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y DE ANIMALES VIVOS,Metropolitana,Santiago,Quinta Normal,19.0,6299931.0,342066.0,-33.428380908399106,-70.69881440025569,56.8512,1,3,-7870156.01872462,-3952303.385533059,4.04043732815319,#ff7f0e
5461657,1790.2388999999998,2,CHILEMPACK S A,CHILEMPACK SA,Industria del papel y celulosa,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,Metropolitana,Talagante,Peñaflor,19.0,6277296.0,323454.0,-33.62952408395608,-70.90339007505005,1745.57,1,16,-7892929.27867142,-3979163.983515651,7.4901043536164655,#c7c7c7
5461927,53.141999999999996,3,VINA CHOCALAN SPA,VIÑA CHOCALAN,Industria agropecuaria y silvicultura,ELABORACIÓN DE VINOS,Metropolitana,Melipilla,Melipilla,19.0,6262703.0,293980.0,-33.75574698326449,-71.22435090918356,20.3872,1,3,-7928658.475291746,-3996051.777697264,3.9729675760555008,#ff7f0e
5462200,1346.3449999999998,5,ELABORADORA DE ALIMENTOS FRUTALE LIMITADA,PLANTA QUILICURA,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y GALLETAS,Metropolitana,Santiago,Quilicura,19.0,6309220.0,341094.0,-33.34448956721881,-70.70762712582513,635.6469999999998,1,2,-7871137.046847511,-3941118.969795388,7.205148792369023,#aec7e8
5462917,176.118,9,COMPANIA MINERA MANTOS DE ORO,MINA LA COIPA,Extracción de minerales,"EXTRACCIÓN DE MINERALES METALÍFEROS NO FERROSOS, EXCEPTO LOS MINERALES DE COBRE, URANIO Y TORIO",Atacama,Copiapó,Copiapó,19.0,7028259.0,467142.0,-26.86694336011394,-69.33078960109064,176.118,1,7,-7717868.194688997,-3106857.8926387574,5.171154224929365,#d62728
5467624,1385.35,1,NESTLE CHILE SA,NESTLE CHILE SA FABRICA PURINA,Producción de alimentos,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,Maule,Curicó,Teno,19.0,6141656.0,305570.0,-34.84885268814867,-71.12662680429095,1385.35,1,2,-7917779.877696873,-4143359.751657227,7.233708094277484,#aec7e8
5467837,117.357,1,FCA PAVIMENTOS Y REVESTIMIENTOS BUDNIK HNOS S A,PLANTA LA VICTORIA 0466,Industria manufacturera,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",Metropolitana,Santiago,La Granja,19.0,6289227.0,349070.0,-33.52589757523093,-70.62530445267564,117.357,1,6,-7861972.928791769,-3965317.9286048408,4.765220571135815,#98df8a
5470499,713.772,2,COMERCIALIZADORA NOVAVERDE S.A.,FUNDO SANTA MARTA LONGOTOMA,Industria agropecuaria y silvicultura,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Valparaíso,Petorca,La Ligua,19.0,6423589.0,290802.0,-32.304991515564325,-71.22192866884033,356.886,1,3,-7928388.832730159,-3803412.4237480364,6.570563583612535,#ff7f0e
